ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Cluster
460081,Male,Yes,41.0,Yes,Artist,11.0,3.0,2.0,Cat_6,2
460088,Female,Yes,25.0,Yes,Homemaker,2.552586938083121,3.0,2.0,Cat_6,0
460090,Male,Yes,80.0,No,Lawyer,4.0,2.0,2.0,Cat_6,1
460093,Female,No,46.0,Yes,Artist,3.0,1.0,1.0,Cat_3,2
460095,Female,Yes,81.0,Yes,Lawyer,1.0,1.0,1.0,Cat_6,1
460097,Male,,40.0,Yes,Artist,0.0,1.0,2.0,Cat_3,2
460099,Male,No,49.0,Yes,Artist,1.0,1.0,1.0,Cat_3,2
460101,Female,No,26.0,Yes,Healthcare,8.0,1.0,3.0,Cat_3,0
460103,Male,No,26.0,Yes,Artist,1.0,1.0,1.0,Cat_4,0
460105,Female,No,47.0,Yes,Artist,0.0,1.0,1.0,Cat_4,2
460106,Female,Yes,71.0,Yes,Entertainment,0.0,1.0,2.8253778838504378,Cat_6,1
460107,Male,Yes,48.0,Yes,Engineer,1.0,2.0,5.0,Cat_6,2
460108,Male,Yes,39.0,Yes,Artist,1.0,2.0,3.0,Cat_2,2
460109,Male,Yes,50.0,Yes,Artist,8.0,2.0,2.0,Cat_6,2
460110,Female,No,46.0,Yes,Artist,1.0,1.0,2.0,,2
460112,Male,Yes,26.0,Yes,Engineer,8.0,2.0,2.0,Cat_3,0
460116,Female,Yes,42.0,Yes,Artist,1.0,1.0,2.0,Cat_6,2
460118,Female,Yes,36.0,Yes,Artist,4.0,1.0,2.0,Cat_6,2
460119,Male,No,29.0,Yes,Healthcare,1.0,1.0,4.0,Cat_6,0
460122,Female,No,39.0,No,Artist,1.0,1.0,1.0,Cat_6,2
460124,Female,No,41.0,Yes,Artist,0.0,1.0,3.0,Cat_6,2
460126,Female,Yes,48.0,Yes,Marketing,8.0,1.0,2.8253778838504378,Cat_6,2
460134,Male,Yes,40.0,Yes,Entertainment,9.0,3.0,3.0,Cat_6,2
460135,Female,No,25.0,Yes,Healthcare,4.0,1.0,3.0,Cat_6,0
460140,Female,Yes,41.0,Yes,Artist,7.0,1.0,2.0,Cat_6,2
460141,Male,No,37.0,Yes,Artist,11.0,1.0,1.0,Cat_6,2
460144,Female,No,53.0,Yes,Doctor,0.0,1.0,2.8253778838504378,Cat_3,2
460146,Female,Yes,51.0,Yes,Engineer,0.0,2.0,3.0,Cat_3,2
460147,Male,Yes,73.0,Yes,Entertainment,1.0,2.0,3.0,Cat_6,1
460157,Male,Yes,61.0,No,Artist,1.0,1.0,5.0,Cat_4,1
460160,Male,No,39.0,Yes,Entertainment,5.0,1.0,1.0,Cat_3,2
460162,Female,No,19.0,No,Healthcare,0.0,1.0,4.0,Cat_2,0
460166,Female,No,19.0,No,Healthcare,0.0,1.0,7.0,Cat_2,0
460167,Female,No,23.0,No,Entertainment,1.0,1.0,5.0,Cat_2,0
460168,Male,Yes,83.0,Yes,Executive,0.0,3.0,2.0,Cat_2,1
460171,Female,Yes,62.0,Yes,Artist,1.0,3.0,2.0,Cat_6,1
460174,Female,No,43.0,Yes,Artist,9.0,1.0,4.0,Cat_6,2
460175,Female,No,27.0,No,Artist,0.0,1.0,5.0,Cat_2,0
460177,Male,No,50.0,Yes,Artist,0.0,1.0,1.0,Cat_6,2
460179,Female,No,23.0,No,Entertainment,0.0,1.0,6.0,Cat_2,0
460183,Male,No,35.0,No,Entertainment,9.0,1.0,2.0,Cat_6,0
460185,Male,No,32.0,No,Healthcare,9.0,1.0,3.0,Cat_6,0
460187,Female,No,42.0,Yes,Doctor,2.0,1.0,3.0,Cat_6,2
460189,Male,No,33.0,No,Entertainment,13.0,1.0,1.0,Cat_6,0
460190,Female,No,28.0,Yes,Entertainment,9.0,1.0,3.0,Cat_6,0
460192,Male,Yes,35.0,Yes,Artist,1.0,1.0,2.0,Cat_7,0
460196,Female,No,35.0,Yes,Healthcare,9.0,1.0,2.0,Cat_6,0
460206,Female,Yes,39.0,Yes,Entertainment,0.0,1.0,2.0,Cat_6,2
460211,Male,Yes,28.0,,Artist,6.0,1.0,1.0,Cat_6,0
460212,Male,Yes,35.0,Yes,Entertainment,11.0,1.0,6.0,Cat_6,0
460214,Female,Yes,45.0,Yes,Engineer,0.0,2.0,2.0,Cat_6,2
460222,Female,,73.0,Yes,Lawyer,4.0,3.0,2.8253778838504378,Cat_6,1
460223,Male,No,52.0,No,Entertainment,1.0,1.0,1.0,Cat_6,2
460227,Male,No,28.0,No,Healthcare,0.0,1.0,3.0,Cat_6,0
460242,Male,Yes,38.0,Yes,Healthcare,9.0,1.0,3.0,Cat_6,2
460243,Female,No,42.0,Yes,Entertainment,8.0,1.0,1.0,Cat_6,2
460247,Female,No,26.0,No,Doctor,9.0,1.0,2.8253778838504378,Cat_6,0
460248,Female,No,27.0,Yes,Healthcare,7.0,1.0,2.0,Cat_6,0
460252,Male,Yes,41.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
460263,Male,Yes,41.0,Yes,Artist,1.0,1.0,2.0,Cat_6,2
460265,Male,Yes,47.0,Yes,Executive,0.0,3.0,4.0,Cat_6,2
460270,Male,No,35.0,Yes,Doctor,8.0,1.0,1.0,Cat_6,0
460272,Female,No,88.0,Yes,Lawyer,0.0,1.0,1.0,Cat_6,1
460275,Female,No,46.0,Yes,Artist,6.0,1.0,1.0,Cat_6,2
460276,Female,Yes,41.0,Yes,Artist,3.0,1.0,2.0,Cat_6,2
460281,Female,No,30.0,Yes,Doctor,10.0,1.0,5.0,Cat_6,0
460283,Male,Yes,43.0,Yes,Doctor,12.0,1.0,2.0,Cat_6,2
460284,Female,No,29.0,Yes,Entertainment,9.0,1.0,2.0,Cat_6,0
460287,Male,Yes,48.0,Yes,Artist,1.0,1.0,1.0,Cat_6,2
460289,Female,Yes,61.0,Yes,Artist,4.0,2.0,6.0,Cat_4,1
460298,Female,No,51.0,Yes,Lawyer,2.0,1.0,1.0,Cat_6,2
460303,Female,No,38.0,Yes,Artist,2.0,1.0,1.0,,2
460305,Female,,49.0,Yes,Entertainment,0.0,3.0,1.0,Cat_6,2
460306,Female,No,43.0,Yes,Healthcare,9.0,1.0,1.0,Cat_6,2
460310,Male,No,27.0,No,Healthcare,14.0,1.0,4.0,Cat_6,0
460315,Female,No,35.0,No,Doctor,14.0,1.0,6.0,Cat_7,0
460319,Female,Yes,39.0,No,Doctor,4.0,2.0,2.0,Cat_7,2
460322,Female,Yes,52.0,No,Engineer,9.0,1.0,2.8253778838504378,Cat_6,2
460323,Female,No,38.0,Yes,Engineer,10.0,1.0,1.0,Cat_6,2
460324,Female,No,30.0,Yes,Entertainment,12.0,1.0,2.0,Cat_6,0
460327,Female,No,43.0,Yes,Artist,10.0,1.0,1.0,Cat_6,2
460333,Female,No,42.0,No,Entertainment,10.0,1.0,4.0,Cat_6,2
460336,Female,No,46.0,Yes,Artist,2.0,1.0,1.0,Cat_7,2
460340,Female,No,47.0,Yes,Artist,11.0,1.0,2.0,Cat_6,2
460341,Female,No,32.0,No,Entertainment,13.0,1.0,5.0,Cat_7,0
460344,Female,Yes,53.0,Yes,Artist,11.0,2.0,2.0,Cat_6,2
460346,Female,Yes,43.0,Yes,Artist,12.0,2.0,2.8253778838504378,Cat_6,2
460348,Female,No,39.0,Yes,Artist,0.0,1.0,2.0,Cat_6,2
460349,Male,,42.0,Yes,Artist,3.0,2.0,2.0,Cat_6,2
460354,Female,No,37.0,Yes,Artist,3.0,1.0,1.0,Cat_3,2
460356,Male,No,19.0,No,Healthcare,0.0,1.0,4.0,Cat_6,0
460358,Male,No,30.0,No,Marketing,1.0,1.0,1.0,Cat_3,0
460361,Female,Yes,49.0,Yes,Artist,0.0,1.0,1.0,Cat_4,2
460362,Male,Yes,55.0,Yes,Healthcare,0.0,1.0,3.0,Cat_4,2
460365,Female,Yes,59.0,Yes,Doctor,1.0,1.0,2.0,Cat_4,1
460369,Female,Yes,46.0,Yes,Artist,2.552586938083121,1.0,2.0,Cat_6,2
460370,Female,Yes,27.0,Yes,Executive,9.0,3.0,2.0,Cat_6,0
460371,Female,No,25.0,Yes,Artist,1.0,1.0,2.0,Cat_6,0
460378,Female,No,37.0,Yes,Doctor,1.0,1.0,1.0,Cat_6,2
460379,Male,No,38.0,Yes,Artist,9.0,1.0,3.0,Cat_6,2
460380,Male,No,29.0,Yes,Entertainment,9.0,1.0,3.0,Cat_6,0
460381,Male,No,28.0,Yes,Artist,11.0,1.0,2.0,Cat_6,0
460384,Female,Yes,27.0,Yes,Marketing,8.0,1.0,2.0,Cat_6,0
460387,Female,No,42.0,No,Entertainment,3.0,1.0,2.0,Cat_6,2
460388,Female,No,43.0,Yes,Artist,14.0,1.0,2.0,Cat_6,2
460389,Female,Yes,40.0,Yes,Healthcare,8.0,2.0,2.0,Cat_6,2
460390,Male,No,41.0,Yes,Artist,9.0,1.0,3.0,Cat_6,2
460392,Male,Yes,46.0,No,Entertainment,8.0,1.0,1.0,Cat_1,2
460394,Female,No,32.0,Yes,Healthcare,9.0,1.0,3.0,Cat_6,0
460397,Female,No,56.0,Yes,Entertainment,1.0,1.0,1.0,Cat_6,2
460399,Male,No,28.0,Yes,Marketing,12.0,1.0,1.0,Cat_6,0
460401,Female,No,25.0,Yes,Artist,0.0,1.0,3.0,Cat_7,0
460404,Male,Yes,42.0,Yes,Artist,6.0,1.0,7.0,Cat_6,2
460405,Female,No,41.0,Yes,Entertainment,5.0,1.0,2.0,Cat_6,2
460406,Male,Yes,36.0,Yes,Healthcare,3.0,1.0,2.0,Cat_6,2
460408,Female,No,42.0,Yes,Artist,2.0,1.0,1.0,Cat_6,2
460409,Female,No,42.0,Yes,Artist,8.0,1.0,4.0,Cat_6,2
460415,Female,No,55.0,Yes,Entertainment,1.0,1.0,2.0,Cat_6,2
460422,Male,Yes,52.0,Yes,Entertainment,1.0,3.0,2.8253778838504378,Cat_6,2
460431,Female,No,47.0,Yes,Engineer,1.0,1.0,1.0,Cat_6,2
460434,Male,,57.0,Yes,Artist,2.0,3.0,3.0,Cat_6,2
460437,Female,No,26.0,Yes,Artist,8.0,1.0,1.0,Cat_6,0
460440,Female,No,28.0,No,Artist,5.0,1.0,2.0,Cat_6,0
460443,Female,No,37.0,Yes,Doctor,0.0,1.0,1.0,Cat_6,2
460447,Male,,89.0,No,Lawyer,0.0,1.0,1.0,Cat_3,1
460449,Male,No,25.0,No,Marketing,2.0,1.0,1.0,Cat_3,0
460450,Male,Yes,50.0,Yes,Executive,1.0,3.0,4.0,Cat_4,2
460453,Female,No,42.0,Yes,Doctor,5.0,1.0,1.0,Cat_6,2
460454,Male,No,48.0,Yes,Artist,2.552586938083121,1.0,1.0,Cat_6,2
460457,Female,No,37.0,Yes,Entertainment,9.0,1.0,2.8253778838504378,Cat_3,2
460459,Female,No,30.0,No,Engineer,1.0,1.0,5.0,Cat_3,0
460460,Male,Yes,26.0,No,Entertainment,2.0,1.0,4.0,Cat_3,0
460467,Female,Yes,47.0,Yes,Artist,2.552586938083121,2.0,2.0,Cat_6,2
460470,Male,No,36.0,No,Healthcare,2.552586938083121,1.0,4.0,Cat_4,2
460476,Male,Yes,53.0,No,Doctor,2.552586938083121,2.0,4.0,Cat_3,2
460477,Male,No,30.0,No,Entertainment,1.0,1.0,6.0,Cat_3,0
460484,Female,No,20.0,No,Healthcare,4.0,1.0,7.0,Cat_3,0
460485,Female,No,19.0,No,Marketing,8.0,1.0,5.0,Cat_3,0
460489,Male,No,19.0,No,Healthcare,9.0,1.0,6.0,Cat_3,0
460492,Female,No,37.0,No,Marketing,12.0,1.0,2.8253778838504378,Cat_3,2
460495,Male,No,20.0,No,Healthcare,0.0,1.0,6.0,Cat_3,0
460504,Male,,39.0,No,Executive,2.552586938083121,2.0,3.0,Cat_3,2
460505,Female,No,26.0,Yes,Engineer,1.0,1.0,3.0,Cat_3,0
460507,Male,No,31.0,No,Doctor,0.0,1.0,4.0,Cat_3,0
460508,Male,Yes,31.0,Yes,Healthcare,2.0,3.0,3.0,Cat_3,0
460518,Female,Yes,41.0,Yes,Engineer,9.0,2.0,3.0,Cat_3,2
460522,Female,Yes,32.0,No,Homemaker,2.552586938083121,2.0,2.0,Cat_4,0
460541,Female,Yes,42.0,Yes,Homemaker,0.0,2.0,3.0,Cat_3,2
460542,Female,Yes,89.0,No,Lawyer,1.0,1.0,2.8253778838504378,Cat_3,1
460545,Male,Yes,78.0,No,Lawyer,1.0,3.0,3.0,Cat_3,1
460546,Female,Yes,65.0,Yes,Lawyer,1.0,1.0,2.0,Cat_3,1
460547,Female,Yes,48.0,Yes,Homemaker,0.0,2.0,2.8253778838504378,Cat_3,2
460549,Male,No,36.0,Yes,Artist,8.0,1.0,2.0,Cat_3,2
460550,Female,Yes,55.0,Yes,Artist,0.0,2.0,4.0,Cat_3,2
460551,Male,Yes,52.0,Yes,Engineer,0.0,2.0,2.0,Cat_3,2
460555,Male,Yes,52.0,Yes,Homemaker,7.0,2.0,3.0,Cat_3,2
460556,Female,Yes,41.0,Yes,Artist,1.0,1.0,1.0,Cat_3,2
460558,Female,Yes,36.0,Yes,Engineer,2.552586938083121,1.0,1.0,Cat_3,2
460561,Female,No,37.0,No,Engineer,7.0,1.0,1.0,Cat_3,2
460563,Female,No,40.0,No,Healthcare,1.0,1.0,2.0,Cat_1,2
460566,Male,Yes,38.0,Yes,Homemaker,2.552586938083121,2.0,2.0,Cat_3,2
460571,Male,No,25.0,No,Doctor,0.0,1.0,3.0,Cat_3,0
460572,Female,No,33.0,Yes,Engineer,1.0,1.0,4.0,Cat_3,0
460574,Male,No,26.0,Yes,Artist,1.0,1.0,1.0,Cat_3,0
460582,Female,No,28.0,No,Entertainment,0.0,1.0,1.0,Cat_3,0
460583,Male,No,18.0,No,Marketing,0.0,1.0,6.0,Cat_3,0
460585,Male,No,52.0,No,Entertainment,0.0,1.0,3.0,Cat_3,2
460586,Male,No,26.0,Yes,Healthcare,0.0,1.0,2.0,Cat_3,0
460588,Male,No,18.0,No,Healthcare,0.0,1.0,4.0,Cat_3,0
460597,Female,No,20.0,No,Marketing,1.0,1.0,2.0,Cat_3,0
460598,Female,Yes,36.0,Yes,Doctor,0.0,2.0,3.0,Cat_3,2
460605,Male,Yes,27.0,Yes,Doctor,8.0,2.0,2.0,Cat_4,0
460606,Male,No,21.0,No,Healthcare,2.552586938083121,1.0,5.0,Cat_7,0
460612,Male,No,27.0,Yes,Entertainment,8.0,1.0,4.0,Cat_3,0
460615,Female,No,28.0,Yes,Healthcare,2.552586938083121,1.0,2.8253778838504378,Cat_3,0
460618,Male,Yes,63.0,Yes,Lawyer,2.552586938083121,1.0,4.0,Cat_3,1
460619,Male,No,48.0,Yes,Entertainment,2.552586938083121,1.0,2.8253778838504378,Cat_3,2
460621,Male,Yes,80.0,Yes,Lawyer,1.0,1.0,2.0,Cat_3,1
460622,Female,Yes,71.0,Yes,Lawyer,7.0,3.0,3.0,Cat_3,1
460626,Male,Yes,47.0,No,Doctor,8.0,3.0,4.0,Cat_6,2
460627,Female,No,22.0,No,Artist,1.0,1.0,4.0,Cat_3,0
460633,Male,Yes,35.0,Yes,Artist,2.552586938083121,3.0,2.0,Cat_3,0
460634,Female,No,40.0,No,Entertainment,2.552586938083121,1.0,6.0,Cat_3,2
460637,Female,No,18.0,No,Healthcare,2.552586938083121,1.0,2.8253778838504378,Cat_3,0
460638,Female,No,26.0,Yes,Artist,0.0,1.0,4.0,Cat_3,0
460639,Female,Yes,73.0,Yes,Lawyer,2.552586938083121,1.0,5.0,Cat_1,1
460640,Male,Yes,86.0,,Lawyer,2.552586938083121,1.0,1.0,Cat_3,1
460645,Female,No,37.0,No,Doctor,1.0,1.0,2.0,Cat_3,2
460646,Male,Yes,59.0,Yes,Entertainment,2.552586938083121,1.0,2.8253778838504378,Cat_3,1
460653,Female,No,28.0,No,Homemaker,8.0,1.0,1.0,Cat_4,0
460656,Female,Yes,29.0,Yes,Artist,9.0,1.0,3.0,Cat_6,0
460658,Female,Yes,37.0,Yes,Marketing,7.0,2.0,3.0,Cat_6,2
460659,Female,Yes,46.0,Yes,Marketing,2.552586938083121,2.0,3.0,Cat_6,2
460660,Male,No,39.0,,Entertainment,6.0,1.0,1.0,Cat_6,2
460661,Female,No,33.0,No,Homemaker,8.0,1.0,1.0,Cat_6,0
460668,Female,No,32.0,Yes,Doctor,2.552586938083121,1.0,2.0,Cat_3,0
460678,Female,No,32.0,No,Doctor,6.0,1.0,2.0,Cat_3,0
460686,Female,,25.0,No,Homemaker,8.0,1.0,1.0,Cat_3,0
460687,Female,Yes,48.0,Yes,Homemaker,9.0,2.0,2.0,Cat_3,2
460691,Female,No,27.0,No,Homemaker,8.0,1.0,1.0,Cat_3,0
460702,Female,No,49.0,Yes,Artist,1.0,1.0,1.0,Cat_6,2
460703,Female,Yes,33.0,Yes,Engineer,8.0,2.0,5.0,Cat_4,0
460706,Female,No,33.0,No,Engineer,7.0,1.0,6.0,Cat_4,0
460708,Male,Yes,39.0,Yes,Artist,0.0,1.0,3.0,Cat_6,2
460716,Male,Yes,50.0,Yes,Entertainment,0.0,2.0,4.0,Cat_6,2
460719,Female,Yes,84.0,Yes,Lawyer,0.0,1.0,2.8253778838504378,Cat_3,1
460720,Female,Yes,46.0,Yes,Artist,0.0,2.0,2.0,Cat_6,2
460722,Male,Yes,31.0,No,Entertainment,0.0,2.0,3.0,Cat_3,0
460726,Male,Yes,57.0,Yes,Artist,3.0,2.0,2.0,Cat_6,2
460727,Male,Yes,73.0,No,Executive,1.0,3.0,4.0,Cat_3,1
460729,Male,Yes,36.0,Yes,Entertainment,9.0,1.0,4.0,Cat_6,2
460733,Male,No,53.0,Yes,Marketing,2.0,1.0,4.0,Cat_6,2
460734,Male,Yes,41.0,Yes,Entertainment,9.0,2.0,2.8253778838504378,Cat_2,2
460738,Female,No,53.0,No,Engineer,0.0,1.0,2.8253778838504378,Cat_7,2
460740,Male,Yes,35.0,Yes,Artist,2.0,2.0,3.0,Cat_6,0
460743,Male,Yes,62.0,Yes,Artist,0.0,2.0,3.0,Cat_6,1
460746,Male,No,23.0,No,Marketing,0.0,1.0,3.0,Cat_6,0
460763,Male,No,51.0,Yes,Artist,1.0,1.0,2.0,Cat_6,2
460769,Female,Yes,83.0,No,Lawyer,1.0,3.0,2.0,Cat_6,1
460780,Female,No,26.0,Yes,Healthcare,0.0,1.0,2.0,Cat_3,0
460783,Male,Yes,86.0,Yes,Lawyer,1.0,1.0,1.0,Cat_6,1
460785,Male,No,26.0,Yes,Healthcare,0.0,1.0,4.0,Cat_7,0
460789,Male,Yes,42.0,Yes,Executive,0.0,1.0,3.0,Cat_6,2
460794,Female,Yes,41.0,Yes,Homemaker,9.0,1.0,1.0,Cat_6,2
460796,Male,Yes,67.0,No,Lawyer,0.0,1.0,3.0,Cat_6,1
460802,Male,Yes,68.0,Yes,Lawyer,1.0,3.0,2.0,Cat_6,1
460811,Female,Yes,45.0,No,Engineer,0.0,3.0,2.0,Cat_6,2
460813,Female,Yes,86.0,No,Lawyer,0.0,3.0,2.0,Cat_6,1
460815,Male,Yes,62.0,Yes,Artist,0.0,3.0,2.0,Cat_3,1
460822,Male,Yes,42.0,Yes,Artist,1.0,1.0,2.0,Cat_6,2
460825,Male,No,26.0,Yes,Doctor,0.0,1.0,3.0,Cat_4,0
460828,Male,No,48.0,No,Entertainment,1.0,1.0,1.0,Cat_6,2
460830,Male,Yes,40.0,No,Entertainment,3.0,2.0,5.0,Cat_2,2
460831,Male,No,20.0,No,Healthcare,0.0,1.0,4.0,Cat_6,0
460837,Female,No,25.0,Yes,Artist,1.0,1.0,1.0,Cat_5,0
460838,Male,No,37.0,Yes,Artist,1.0,1.0,2.8253778838504378,Cat_6,2
460840,Male,Yes,77.0,Yes,Lawyer,1.0,1.0,1.0,Cat_6,1
460844,Male,Yes,50.0,Yes,Healthcare,2.552586938083121,1.0,2.0,Cat_6,2
460846,Female,No,22.0,No,Marketing,0.0,1.0,4.0,Cat_6,0
460847,Male,No,26.0,Yes,Artist,1.0,1.0,3.0,Cat_6,0
460851,Male,Yes,71.0,No,Doctor,0.0,2.0,3.0,Cat_6,1
460855,Male,Yes,50.0,Yes,Artist,2.552586938083121,1.0,2.0,Cat_6,2
460857,Male,No,29.0,No,Entertainment,1.0,1.0,1.0,Cat_4,0
460859,Male,Yes,51.0,Yes,Entertainment,2.552586938083121,1.0,4.0,Cat_6,2
460860,Male,Yes,52.0,Yes,Artist,6.0,2.0,4.0,Cat_6,2
460861,Male,No,20.0,No,Healthcare,1.0,1.0,3.0,Cat_3,0
460866,Male,No,26.0,Yes,Doctor,0.0,1.0,9.0,Cat_4,0
460870,Male,No,37.0,Yes,Healthcare,2.552586938083121,1.0,2.8253778838504378,Cat_4,2
460871,Female,No,33.0,Yes,Healthcare,2.552586938083121,1.0,2.8253778838504378,Cat_6,0
460872,Female,Yes,39.0,Yes,Artist,0.0,1.0,2.0,Cat_4,2
460877,Female,Yes,53.0,No,Artist,1.0,2.0,5.0,Cat_6,2
460878,Male,Yes,49.0,No,Entertainment,0.0,2.0,4.0,Cat_6,2
460882,Male,No,21.0,No,Healthcare,0.0,1.0,2.0,Cat_3,0
460888,Male,Yes,39.0,No,Homemaker,8.0,1.0,1.0,Cat_6,2
460891,Female,Yes,38.0,No,Artist,2.0,2.0,4.0,Cat_3,2
460897,Male,No,22.0,No,Healthcare,4.0,1.0,4.0,Cat_6,0
460898,Male,Yes,52.0,No,Artist,2.0,2.0,4.0,Cat_6,2
460899,Male,No,40.0,Yes,Entertainment,2.552586938083121,1.0,3.0,Cat_6,2
460901,Male,No,20.0,No,Doctor,8.0,1.0,3.0,Cat_6,0
460902,Male,No,41.0,Yes,Executive,1.0,1.0,3.0,Cat_6,2
460905,Male,No,30.0,Yes,Artist,1.0,1.0,1.0,Cat_3,0
460906,Female,Yes,89.0,Yes,Lawyer,1.0,3.0,3.0,Cat_6,1
460907,Male,Yes,83.0,No,Lawyer,1.0,3.0,3.0,Cat_6,1
460923,Male,Yes,53.0,Yes,Artist,0.0,2.0,3.0,Cat_6,2
460924,Male,No,31.0,No,Doctor,1.0,1.0,5.0,Cat_2,0
460928,Male,Yes,48.0,Yes,Artist,1.0,2.0,4.0,Cat_6,2
460934,Female,No,29.0,No,Doctor,0.0,1.0,2.0,Cat_6,0
460935,Male,Yes,87.0,Yes,Lawyer,0.0,1.0,1.0,Cat_6,1
460945,Male,No,19.0,No,Engineer,4.0,1.0,7.0,Cat_6,0
460953,Male,Yes,60.0,No,Entertainment,1.0,1.0,2.0,Cat_6,1
460961,Male,No,23.0,No,Healthcare,1.0,1.0,2.0,Cat_3,0
460962,Male,Yes,61.0,Yes,Executive,9.0,3.0,4.0,Cat_6,1
460963,Female,No,27.0,Yes,Artist,1.0,1.0,3.0,Cat_6,0
460968,Male,Yes,32.0,No,Doctor,14.0,2.0,2.0,Cat_3,0
460975,Male,Yes,79.0,,Lawyer,0.0,3.0,2.0,Cat_6,1
460976,Male,No,19.0,No,Healthcare,1.0,1.0,4.0,Cat_6,0
460977,Male,Yes,42.0,Yes,Executive,0.0,3.0,3.0,Cat_4,2
460979,Male,Yes,76.0,No,Lawyer,1.0,1.0,1.0,Cat_6,1
460981,Female,Yes,41.0,No,Marketing,1.0,2.0,2.0,Cat_6,2
460984,Male,Yes,38.0,Yes,Entertainment,0.0,2.0,4.0,Cat_6,2
460988,Male,Yes,43.0,Yes,Entertainment,0.0,2.0,3.0,Cat_4,2
460989,Male,No,19.0,No,Healthcare,1.0,1.0,3.0,Cat_1,0
460991,Female,No,28.0,Yes,Healthcare,1.0,1.0,3.0,Cat_7,0
460993,Male,Yes,56.0,Yes,Artist,0.0,2.0,4.0,Cat_6,2
460999,Male,No,28.0,Yes,Engineer,0.0,1.0,3.0,Cat_3,0
461000,Male,Yes,60.0,No,Marketing,1.0,3.0,2.0,Cat_3,1
461001,Female,No,55.0,Yes,Artist,0.0,1.0,2.8253778838504378,Cat_3,2
461015,Male,Yes,35.0,Yes,Entertainment,1.0,2.0,2.0,Cat_3,0
461016,Male,No,25.0,No,Healthcare,5.0,1.0,5.0,Cat_3,0
461022,Male,Yes,71.0,Yes,Artist,1.0,1.0,1.0,Cat_3,1
461023,Male,Yes,65.0,No,Lawyer,2.552586938083121,3.0,2.0,Cat_3,1
461024,Male,Yes,74.0,Yes,Lawyer,1.0,1.0,1.0,Cat_6,1
461028,Female,No,20.0,No,Healthcare,5.0,1.0,4.0,Cat_4,0
461029,Male,Yes,43.0,No,Entertainment,9.0,1.0,2.0,Cat_4,2
461034,Female,No,20.0,No,Marketing,3.0,1.0,6.0,Cat_3,0
461037,Male,Yes,40.0,Yes,Healthcare,2.552586938083121,3.0,5.0,Cat_3,2
461038,Female,Yes,46.0,Yes,Engineer,0.0,3.0,5.0,Cat_3,2
461041,Female,Yes,65.0,No,Lawyer,1.0,3.0,7.0,Cat_3,1
461042,Male,No,21.0,No,Healthcare,0.0,1.0,2.8253778838504378,Cat_4,0
461043,Male,Yes,50.0,No,Healthcare,1.0,1.0,7.0,Cat_4,2
461044,Male,No,18.0,No,Healthcare,0.0,1.0,5.0,Cat_4,0
461049,Female,Yes,61.0,Yes,Doctor,1.0,1.0,7.0,Cat_7,1
461050,Male,Yes,49.0,Yes,Artist,1.0,3.0,3.0,Cat_6,2
461053,Male,Yes,39.0,No,Executive,2.552586938083121,3.0,4.0,Cat_3,2
461059,Female,Yes,52.0,No,Lawyer,1.0,3.0,2.0,Cat_6,2
461060,Male,Yes,56.0,Yes,Executive,0.0,3.0,5.0,Cat_6,2
461065,Male,Yes,55.0,Yes,Executive,2.552586938083121,1.0,6.0,Cat_3,2
461071,Male,Yes,42.0,No,Engineer,1.0,2.0,5.0,Cat_3,2
461078,Female,No,33.0,No,Homemaker,0.0,1.0,6.0,Cat_3,0
461082,Male,No,19.0,No,Healthcare,8.0,1.0,4.0,Cat_1,0
461085,Female,No,27.0,No,Engineer,1.0,1.0,1.0,Cat_3,0
461093,Female,Yes,38.0,Yes,Artist,1.0,2.0,4.0,Cat_3,2
461099,Female,No,38.0,No,Artist,1.0,1.0,4.0,Cat_3,2
461111,Female,Yes,43.0,Yes,Doctor,8.0,1.0,1.0,Cat_6,2
461114,Male,Yes,53.0,Yes,Artist,1.0,2.0,4.0,Cat_3,2
461116,Male,Yes,33.0,No,Executive,4.0,3.0,4.0,Cat_3,0
461118,Female,No,30.0,Yes,Healthcare,7.0,1.0,2.8253778838504378,Cat_3,0
461119,Female,No,22.0,No,Healthcare,6.0,1.0,3.0,Cat_3,0
461121,Male,No,33.0,No,Doctor,0.0,1.0,4.0,Cat_3,0
461124,Male,No,21.0,No,Healthcare,1.0,1.0,8.0,Cat_4,0
461127,Male,No,20.0,No,Healthcare,1.0,1.0,5.0,Cat_4,0
461128,Male,No,19.0,No,Healthcare,7.0,1.0,3.0,Cat_6,0
461129,Female,Yes,58.0,Yes,Entertainment,1.0,2.0,4.0,Cat_6,1
461131,Male,Yes,67.0,Yes,Artist,1.0,3.0,2.8253778838504378,Cat_6,1
461145,Female,Yes,36.0,Yes,Entertainment,1.0,1.0,2.0,Cat_3,2
461152,Female,No,30.0,No,Homemaker,8.0,1.0,2.8253778838504378,Cat_3,0
461154,Male,No,23.0,No,Homemaker,1.0,1.0,4.0,Cat_3,0
461158,Female,No,42.0,Yes,Entertainment,1.0,1.0,2.8253778838504378,Cat_3,2
461162,Female,No,37.0,No,Marketing,8.0,1.0,3.0,Cat_3,2
461163,Female,Yes,58.0,No,Entertainment,9.0,1.0,4.0,Cat_3,1
461168,Female,Yes,26.0,No,Engineer,7.0,2.0,2.0,Cat_3,0
